INSTRUMENT,REF_THEO,REF_UNDERLYING_PRICE,DELTA,GAMMA
SPXW  220617P04910000,489.714842,4422.75,-0.981035,0.0000577
SPXW  220617P04920000,499.4426288,4422.75,-0.9825818,0.0000511
SPXW  220617P04925000,504.3155218,4422.75,-0.9832975,0.0000481
SPXW  220617P04930000,509.1934861,4422.75,-0.9839799,0.0000453
SPXW  220617P04940000,518.9642695,4422.75,-0.9852485,0.0000402
SPXW  220617P04950000,528.7543697,4422.75,-0.9863945,0.0000356
SPXW  220617P04960000,538.561504,4422.75,-0.9874332,0.0000317
SPXW  220617P04970000,548.3848775,4422.75,-0.9883728,0.0000282
SPXW  220617P04975000,553.3023651,4422.75,-0.9888076,0.0000266
SPXW  220617P04980000,558.2233853,4422.75,-0.989221,0.0000251
SPXW  220617P04990000,568.0727609,4422.75,-0.9899995,0.0000223
SPXW  220617P05000000,606.4334088,4394.25,-0.9908366,0.0000116
SPXW  220630C03600000,841.1181162,4422.75,0.9321598,0.0001943
SPXW  220630C03610000,831.5829452,4422.75,0.9300619,0.0002006
SPXW  220630C03620000,822.0613951,4422.75,0.9278992,0.000207
SPXW  220630C03625000,817.3061273,4422.75,0.9267924,0.0002103
SPXW  220630C03630000,812.5545508,4422.75,0.9256685,0.0002137
SPXW  220630C03640000,803.0625341,4422.75,0.9233684,0.0002205
SPXW  220630C03650000,793.585758,4422.75,0.9209972,0.0002275
SPXW  220630C03660000,784.1251303,4422.75,0.9185521,0.0002347
SPXW  220630C03670000,774.6808045,4422.75,0.9160317,0.0002421
SPXW  220630C03675000,769.9648985,4422.75,0.9147427,0.0002459
SPXW  220630C03680000,765.2535966,4422.75,0.9134333,0.0002497
SPXW  220630C03685000,760.546807,4422.75,0.9121037,0.0002535
SPXW  220630C03690000,755.844468,4422.75,0.910754,0.0002574
SPXW  220630C03695000,751.1465304,4422.75,0.909384,0.0002614
SPXW  220630C03700000,746.4533805,4422.75,0.9079928,0.0002654
SPXW  220630C03705000,741.7652007,4422.75,0.90658,0.0002695
SPXW  220630C03710000,737.0816052,4422.75,0.9051462,0.0002735
SPXW  220630C03715000,732.4031969,4422.75,0.9036901,0.0002777
SPXW  220630C03720000,727.7294309,4422.75,0.9022126,0.0002819
SPXW  220630C03725000,723.0606367,4422.75,0.900713,0.0002861
SPXW  220630C03730000,718.3968935,4422.75,0.899191,0.0002904
SPXW  220630C03735000,713.7382716,4422.75,0.8976463,0.0002948
SPXW  220630C03740000,709.0844691,4422.75,0.8960795,0.0002991
SPXW  220630C03745000,704.4357074,4422.75,0.89449,0.0003036
SPXW  220630C03750000,699.7927525,4422.75,0.8928759,0.000308
SPXW  220630C03755000,695.1552511,4422.75,0.8912381,0.0003126
SPXW  220630C03760000,690.5232862,4422.75,0.8895762,0.0003171
SPXW  220630C03765000,685.89679,4422.75,0.8878902,0.0003218
SPXW  220630C03770000,681.2763242,4422.75,0.8861788,0.0003264
SPXW  220630C03775000,676.6611103,4422.75,0.8844436,0.0003311
SPXW  220630C03780000,672.0516831,4422.75,0.8826834,0.0003359
SPXW  220630C03785000,667.4487505,4422.75,0.8808965,0.0003407
SPXW  220630C03790000,662.8514705,4422.75,0.8790847,0.0003455
SPXW  220630C03795000,658.2600824,4422.75,0.8772473,0.0003504
SPXW  220630C03800000,653.6749293,4422.75,0.8753835,0.0003554
SPXW  220630C03805000,649.0962733,4422.75,0.8734927,0.0003603
SPXW  220630C03810000,644.5236948,4422.75,0.8715757,0.0003654
SPXW  220630C03815000,639.9561195,4422.75,0.8696345,0.0003704
SPXW  220630C03820000,635.3961682,4422.75,0.8676638,0.0003755
SPXW  220630C03825000,630.8446044,4422.75,0.8656617,0.0003807
SPXW  220630C03830000,626.2993037,4422.75,0.8636326,0.0003859
SPXW  220630C03835000,621.7602338,4422.75,0.8615766,0.0003911
SPXW  220630C03840000,617.2289521,4422.75,0.8594903,0.0003963
SPXW  220630C03845000,612.7032545,4422.75,0.8573782,0.0004016
SPXW  220630C03850000,608.1842439,4422.75,0.8552379,0.000407
SPXW  220630C03855000,603.6722433,4422.75,0.8530687,0.0004124
SPXW  220630C03860000,599.1675338,4422.75,0.85087,0.0004178
SPXW  220630C03865000,594.6711757,4422.75,0.8486395,0.0004232
SPXW  220630C03870000,590.1813555,4422.75,0.846381,0.0004287
SPXW  220630C03875000,585.698192,4422.75,0.8440939,0.0004342
SPXW  220630C03880000,581.2242812,4422.75,0.8417731,0.0004398
SPXW  220630C03885000,576.7581425,4422.75,0.8394232,0.0004434
SPXW  220630C03890000,572.2994507,4422.75,0.8370558,0.0004446
SPXW  220630C03895000,567.8484256,4422.75,0.8346734,0.0004457
SPXW  220630C03900000,563.4053965,4422.75,0.8322754,0.0004467
SPXW  220630C03905000,558.9705302,4422.75,0.829862,0.0004477
SPXW  220630C03910000,554.5436511,4422.75,0.8274336,0.0004485
SPXW  220630C03915000,550.1242474,4422.75,0.8249916,0.0004493
SPXW  220630C03920000,545.7139229,4422.75,0.8225332,0.00045
SPXW  220630C03925000,541.3113615,4422.75,0.8200611,0.0004507
SPXW  220630C03930000,536.9167774,4422.75,0.8175753,0.0004512
SPXW  220630C03935000,532.5308877,4422.75,0.8150746,0.0004517
SPXW  220630C03940000,528.1539851,4422.75,0.8125588,0.000452
SPXW  220630C03945000,523.7853694,4422.75,0.8100296,0.0004523
SPXW  220630C03950000,519.4250275,4422.75,0.8074872,0.0004525
SPXW  220630C03955000,515.0735321,4422.75,0.8049308,0.0004526
SPXW  220630C03960000,510.730686,4422.75,0.8023612,0.0004527
SPXW  220630C03965000,506.3963278,4422.75,0.799779,0.0004526
SPXW  220630C03970000,502.0711533,4422.75,0.7971831,0.0004525
SPXW  220630C03975000,497.7547342,4422.75,0.7945746,0.0004523
SPXW  220630C03980000,493.4473148,4422.75,0.7919534,0.0004519
SPXW  220630C03985000,489.149348,4422.75,0.7893191,0.0004515
SPXW  220630C03990000,484.8606007,4422.75,0.7866722,0.000451
SPXW  220630C03995000,480.5807011,4422.75,0.7840139,0.0004505
SPXW  220630C04000000,476.3103302,4422.75,0.7813431,0.0004498
SPXW  220630C04005000,472.048549,4422.75,0.7786619,0.000449
SPXW  220630C04010000,467.7966089,4422.75,0.7759683,0.0004482
SPXW  220630C04015000,463.5541731,4422.75,0.7732632,0.0004473
SPXW  220630C04020000,459.321699,4422.75,0.7705463,0.0004462
SPXW  220630C04025000,455.0996125,4422.75,0.7680376,0.0004437
SPXW  220630C04030000,450.8856414,4422.75,0.7653045,0.0004425
SPXW  220630C04035000,446.6821311,4422.75,0.76233,0.0004427
SPXW  220630C04040000,442.4883543,4422.75,0.7595702,0.0004413
SPXW  220630C04045000,438.3043042,4422.75,0.7568003,0.0004399
SPXW  220630C04050000,434.1298435,4422.75,0.7540209,0.0004383
SPXW  220630C04055000,429.9657753,4422.75,0.7512308,0.0004367
SPXW  220630C04060000,425.8121641,4422.75,0.7484304,0.0004351
SPXW  220630C04065000,421.6696312,4422.75,0.745619,0.0004333
SPXW  220630C04070000,417.5366981,4422.75,0.742799,0.0004314
SPXW  220630C04075000,413.4141552,4422.75,0.7399696,0.0004295
SPXW  220630C04080000,409.3018039,4422.75,0.7371312,0.0004275
SPXW  220630C04085000,405.1997824,4422.75,0.734284,0.0004255
SPXW  220630C04090000,401.1087094,4422.75,0.7314273,0.0004233
SPXW  220630C04095000,397.0281148,4422.75,0.728562,0.0004211
SPXW  220630C04100000,392.9580987,4422.75,0.7256883,0.0004189
SPXW  220630C04105000,388.8971828,4422.75,0.7228082,0.0004165
SPXW  220630C04110000,384.8483226,4422.75,0.719918,0.0004141
SPXW  220630C04115000,380.8103947,4422.75,0.7170195,0.0004117
SPXW  220630C04120000,376.7834613,4422.75,0.7141127,0.0004092
SPXW  220630C04125000,372.7677839,4422.75,0.7111976,0.0004066
SPXW  220630C04130000,368.7628909,4422.75,0.7082762,0.0004032
SPXW  220630C04135000,364.7695463,4422.75,0.7053506,0.0003998
SPXW  220630C04140000,360.7869005,4422.75,0.7024215,0.0003967
SPXW  220630C04145000,356.8156828,4422.75,0.6994872,0.0003941
SPXW  220630C04150000,352.8559822,4422.75,0.6965469,0.0003918
SPXW  220630C04155000,348.9076659,4422.75,0.6936002,0.0003899
SPXW  220630C04160000,344.9705709,4422.75,0.6906464,0.0003883
SPXW  220630C04165000,341.0451538,4422.75,0.6876842,0.0003872
SPXW  220630C04170000,337.1310817,4422.75,0.6847132,0.0003865
SPXW  220630C04175000,333.2286134,4422.75,0.6817323,0.0003862
SPXW  220630C04180000,329.3376933,4422.75,0.6787406,0.0003863
SPXW  220630C04185000,325.458777,4422.75,0.6757368,0.0003868
SPXW  220630C04190000,321.5911889,4422.75,0.6727207,0.0003877
SPXW  220630C04195000,317.7354722,4422.75,0.6696908,0.000389
SPXW  220630C04200000,313.8918655,4422.75,0.6666459,0.0003908
SPXW  220630C04205000,310.0596138,4422.75,0.6635856,0.000393
SPXW  220630C04210000,306.2394595,4422.75,0.6605083,0.0003956
SPXW  220630C04215000,302.4314372,4422.75,0.6574129,0.0003987
SPXW  220630C04220000,298.6348825,4422.75,0.6542989,0.0004022
SPXW  220630C04225000,294.8506115,4422.75,0.6511645,0.0004061
SPXW  220630C04230000,291.0780684,4422.75,0.648009,0.0004105
SPXW  220630C04235000,287.319117,4422.75,0.6448296,0.0004153
SPXW  220630C04240000,283.5712231,4422.75,0.6416274,0.0004206
SPXW  220630C04245000,279.8359827,4422.75,0.6383997,0.0004263
SPXW  220630C04250000,276.1131125,4422.75,0.6351457,0.0004324
SPXW  220630C04255000,272.403037,4422.75,0.6318637,0.000439
SPXW  220630C04260000,268.7055706,4422.75,0.6285527,0.000446
SPXW  220630C04265000,265.0206655,4422.75,0.6252112,0.0004534
SPXW  220630C04270000,261.3484514,4422.75,0.6218381,0.0004613
SPXW  220630C04275000,257.6891907,4422.75,0.6184317,0.0004696
SPXW  220630C04280000,254.0425578,4422.75,0.6149908,0.0004784
SPXW  220630C04285000,250.4089936,4422.75,0.6115139,0.0004876
SPXW  220630C04290000,246.7878729,4422.75,0.607997,0.0004992
SPXW  220630C04295000,243.1805645,4422.75,0.6044262,0.0005118
SPXW  220630C04300000,239.5868699,4422.75,0.6008015,0.0005233
SPXW  220630C04305000,236.0064002,4422.75,0.5971249,0.0005338
SPXW  220630C04310000,232.4395018,4422.75,0.5933981,0.0005433
SPXW  220630C04315000,228.8866599,4422.75,0.5896229,0.0005516
SPXW  220630C04320000,225.3474979,4422.75,0.5858013,0.000559
SPXW  220630C04325000,221.8231287,4422.75,0.5819348,0.0005653
SPXW  220630C04330000,218.3140816,4422.75,0.5780252,0.0005705
SPXW  220630C04335000,214.8191872,4422.75,0.574075,0.0005748
SPXW  220630C04340000,211.33969,4422.75,0.5700856,0.000578
SPXW  220630C04345000,207.8754514,4422.75,0.5660592,0.0005802
SPXW  220630C04350000,204.4269468,4422.75,0.5619976,0.0005813
SPXW  220630C04355000,200.9945299,4422.75,0.5579027,0.0005815
SPXW  220630C04360000,197.578744,4422.75,0.5537764,0.0005807
SPXW  220630C04365000,194.1790162,4422.75,0.5496209,0.0005789
SPXW  220630C04370000,190.7960544,4422.75,0.545438,0.0005762
SPXW  220630C04375000,187.4302926,4422.75,0.5412297,0.0005725
SPXW  220630C04380000,184.0815554,4422.75,0.536998,0.0005679
SPXW  220630C04385000,180.7502816,4422.75,0.5327448,0.0005624
SPXW  220630C04390000,177.4375786,4422.75,0.5284719,0.000556
SPXW  220630C04395000,174.1426726,4422.75,0.5241814,0.0005487
SPXW  220630C04400000,170.8665561,4422.75,0.5198751,0.0005406
SPXW  220630C04405000,167.6089149,4422.75,0.5155548,0.0005317
SPXW  220630C04410000,164.3698155,4422.75,0.5112226,0.000522
SPXW  220630C04415000,161.1510969,4422.75,0.5068801,0.0005115
SPXW  220630C04420000,157.9515372,4422.75,0.5025291,0.0005003
SPXW  220630C04425000,154.7718352,4422.75,0.4981666,0.0004933
SPXW  220630C04430000,151.6127447,4422.75,0.4937428,0.0004959
SPXW  220630C04435000,148.4745338,4422.75,0.489241,0.000499
SPXW  220630C04440000,145.3582234,4422.75,0.4846604,0.0005025
SPXW  220630C04445000,142.2642229,4422.75,0.48,0.0005064
SPXW  220630C04450000,139.1931962,4422.75,0.4752591,0.0005108
SPXW  220630C04455000,136.145747,4422.75,0.4704371,0.0005156
SPXW  220630C04460000,133.1232143,4422.75,0.4655335,0.0005207
SPXW  220630C04465000,130.1259888,4422.75,0.4605478,0.0005263
SPXW  220630C04470000,127.1540907,4422.75,0.4554796,0.0005322
SPXW  220630C04475000,124.2088726,4422.75,0.4503289,0.0005384
SPXW  220630C04480000,121.291263,4422.75,0.4450956,0.0005449
SPXW  220630C04485000,118.4013666,4422.75,0.4397798,0.0005517
SPXW  220630C04490000,115.5398934,4422.75,0.4343815,0.0005588
SPXW  220630C04495000,112.7082912,4422.75,0.4289016,0.0005661
SPXW  220630C04500000,109.9065897,4422.75,0.4233404,0.0005736
SPXW  220630C04505000,107.1361507,4422.75,0.4176988,0.0005813
SPXW  220630C04510000,104.3972203,4422.75,0.4119777,0.0005891
SPXW  220630C04515000,101.6911912,4422.75,0.4061786,0.000597
SPXW  220630C04520000,99.0174436,4422.75,0.4003018,0.000605
SPXW  220630C04525000,96.3771251,4422.75,0.3943491,0.0006131
SPXW  220630C04530000,93.7716069,4422.75,0.3883229,0.0006212
SPXW  220630C04535000,91.2016986,4422.75,0.3822251,0.0006292
SPXW  220630C04540000,88.6672621,4422.75,0.3760573,0.0006373
SPXW  220630C04545000,86.169183,4422.75,0.3698219,0.0006452
SPXW  220630C04550000,83.70809,4422.75,0.3635214,0.000653
SPXW  220630C04555000,81.2839749,4422.75,0.357158,0.0006606
SPXW  220630C04560000,78.8982689,4422.75,0.3507356,0.0006681
SPXW  220630C04565000,76.5508611,4422.75,0.3442565,0.0006753
SPXW  220630C04570000,74.2431359,4422.75,0.3377209,0.0006846
SPXW  220630C04575000,71.974874,4422.75,0.331116,0.0006947
SPXW  220630C04580000,69.7468524,4422.75,0.3244456,0.0007041
SPXW  220630C04585000,67.5597643,4422.75,0.3177154,0.0007126
SPXW  220630C04590000,65.4144512,4422.75,0.3109321,0.0007204
SPXW  220630C04595000,63.3106983,4422.75,0.3041007,0.0007273
SPXW  220630C04600000,61.2497754,4422.75,0.2972288,0.0007333
SPXW  220630C04605000,59.2312424,4422.75,0.2903216,0.0007384
SPXW  220630C04610000,57.2557686,4422.75,0.2833864,0.0007426
SPXW  220630C04615000,55.3236139,4422.75,0.2764298,0.0007459
SPXW  220630C04620000,53.4355115,4422.75,0.2694598,0.0007482
SPXW  220630C04625000,51.591462,4422.75,0.2624832,0.0007496
SPXW  220630C04630000,49.7917799,4422.75,0.2555074,0.00075
SPXW  220630C04635000,48.035986,4422.75,0.2485385,0.0007494
SPXW  220630C04640000,46.3245661,4422.75,0.2415846,0.0007479
SPXW  220630C04645000,44.6571941,4422.75,0.2346525,0.0007453
SPXW  220630C04650000,43.0351331,4422.75,0.2277523,0.0007418
SPXW  220630C04655000,41.4571732,4422.75,0.2208889,0.0007374
SPXW  220630C04660000,39.9236295,4422.75,0.2140706,0.000732
SPXW  220630C04665000,38.4345932,4422.75,0.2073053,0.0007257
SPXW  220630C04670000,36.9890652,4422.75,0.2005982,0.0007185
SPXW  220630C04675000,35.5874081,4422.75,0.193958,0.0007103
SPXW  220630C04680000,34.2296855,4422.75,0.1873924,0.0007014
SPXW  220630C04685000,32.9152052,4422.75,0.1809073,0.0006916
SPXW  220630C04690000,31.6425747,4422.75,0.1745063,0.000681
SPXW  220630C04695000,30.4123809,4422.75,0.1681985,0.0006697
SPXW  220630C04700000,29.2244907,4422.75,0.1619909,0.0006577
SPXW  220630C04705000,28.0772784,4422.75,0.1558859,0.000645
SPXW  220630C04710000,26.9709311,4422.75,0.1498976,0.0006274
SPXW  220630C04715000,25.9043923,4422.75,0.1440768,0.0006045
SPXW  220630C04720000,24.8767701,4422.75,0.1384336,0.0005819
SPXW  220630C04725000,23.8873952,4422.75,0.132968,0.0005596
SPXW  220630C04730000,22.9341223,4422.75,0.1276748,0.0005378
SPXW  220630C04735000,22.0173943,4422.75,0.1225567,0.0005164
SPXW  220630C04740000,21.1351506,4422.75,0.1176084,0.0004954
SPXW  220630C04745000,20.2872846,4422.75,0.1128306,0.0004749
SPXW  220630C04750000,19.4701912,4422.75,0.1082118,0.0004549
SPXW  220630C04755000,18.6857469,4422.75,0.1037591,0.0004354
SPXW  220630C04760000,17.930613,4422.75,0.0994614,0.0004164
SPXW  220630C04765000,17.2056453,4422.75,0.095322,0.0003979
SPXW  220630C04770000,16.5102642,4422.75,0.0913391,0.00038
SPXW  220630C04775000,15.8420315,4422.75,0.087504,0.0003626
SPXW  220630C04780000,15.2007924,4422.75,0.0838162,0.0003458
SPXW  220630C04785000,14.5855378,4422.75,0.0802717,0.0003295
SPXW  220630C04790000,13.9948987,4422.75,0.0768651,0.0003138
SPXW  220630C04795000,13.4284629,4422.75,0.0735945,0.0002987
SPXW  220630C04800000,12.8849268,4422.75,0.0704545,0.0002841
SPXW  220630C04805000,12.3639489,4422.75,0.0674432,0.0002701
SPXW  220630C04810000,11.86408,4422.75,0.0645544,0.0002566
SPXW  220630C04815000,11.3841011,4422.75,0.0617827,0.0002436
SPXW  220630C04820000,10.9237574,4422.75,0.0591262,0.0002311
SPXW  220630C04825000,10.482938,4422.75,0.0565837,0.0002192
SPXW  220630C04830000,10.0605966,4422.75,0.0541502,0.0002078
SPXW  220630C04835000,9.6555818,4422.75,0.0518203,0.0001969
SPXW  220630C04840000,9.2677012,4422.75,0.0495922,0.0001865
SPXW  220630C04845000,8.895626,4422.75,0.0474598,0.0001765
SPXW  220630C04850000,8.5391594,4422.75,0.0454202,0.0001673
SPXW  220630C04855000,8.1975285,4422.75,0.0434674,0.0001586
SPXW  220630C04860000,7.87063,4422.75,0.0416002,0.0001503
SPXW  220630C04865000,7.5569429,4422.75,0.0398117,0.0001424
SPXW  220630C04870000,7.2560596,4422.75,0.0380995,0.0001348
SPXW  220630C04875000,6.9680687,4422.75,0.0364629,0.0001277
SPXW  220630C04880000,6.6927821,4422.75,0.0349007,0.0001208
SPXW  220630C04885000,6.4285783,4422.75,0.0334052,0.0001143
SPXW  220630C04890000,6.1757686,4422.75,0.031977,0.0001082
SPXW  220630C04895000,5.933925,4422.75,0.0306136,0.0001023
SPXW  220630C04900000,5.701908,4422.75,0.0293095,0.0000967
SPXW  220630C04905000,5.4797197,4422.75,0.028064,0.0000914
SPXW  220630C04910000,5.2670341,4422.75,0.0268749,0.0000864
SPXW  220630C04915000,5.0629507,4422.75,0.0257379,0.0000817
SPXW  220630C04920000,4.8678138,4422.75,0.0246536,0.0000772
SPXW  220630C04925000,4.6812884,4422.75,0.0236199,0.000073
SPXW  220630C04930000,4.5021859,4422.75,0.0226313,0.0000689
SPXW  220630C04935000,4.3308945,4422.75,0.0216887,0.0000651
SPXW  220630C04940000,4.1667481,4422.75,0.0207887,0.0000615
SPXW  220630C04945000,3.6637666,4394.25,0.0178842,0.0000344
SPXW  220630P03175000,8.5984231,4422.75,-0.0179796,0.0000322
SPXW  220630P03200000,8.9554281,4422.75,-0.0192875,0.0000377
SPXW  220630P03225000,9.3332127,4422.75,-0.0207196,0.0000436
SPXW  220630P03250000,9.7338848,4422.75,-0.0222859,0.0000499
SPXW  220630P03275000,10.1589977,4422.75,-0.0239963,0.0000566
SPXW  220630P03300000,10.611191,4422.75,-0.0258628,0.0000637
SPXW  220630P03325000,11.0929883,4422.75,-0.027898,0.0000714
SPXW  220630P03340000,11.3975693,4422.75,-0.029206,0.0000762
SPXW  220630P03350000,11.6073676,4422.75,-0.030116,0.0000796
SPXW  220630P03360000,11.8235011,4422.75,-0.0310588,0.000083
SPXW  220630P03370000,12.045025,4422.75,-0.0320333,0.0000865
SPXW  220630P03375000,12.1581926,4422.75,-0.0325334,0.0000883
SPXW  220630P03380000,12.2730483,4422.75,-0.0330423,0.0000902
SPXW  220630P03390000,12.5077755,4422.75,-0.0340868,0.0000939
SPXW  220630P03400000,12.7484141,4422.75,-0.0351659,0.0000978
SPXW  220630P03410000,12.9961767,4422.75,-0.0362827,0.0001017
SPXW  220630P03420000,13.2507857,4422.75,-0.0374374,0.0001058
SPXW  220630P03425000,13.3811221,4422.75,-0.0380301,0.0001079
SPXW  220630P03430000,13.5132258,4422.75,-0.0386326,0.00011
SPXW  220630P03440000,13.783447,4422.75,-0.039869,0.0001143
SPXW  220630P03450000,14.06154,4422.75,-0.0411475,0.0001188
SPXW  220630P03460000,14.3476301,4422.75,-0.042469,0.0001232
SPXW  220630P03470000,14.6420085,4422.75,-0.0438325,0.0001273
SPXW  220630P03475000,14.7926794,4422.75,-0.0445307,0.0001294
SPXW  220630P03480000,14.9454352,4422.75,-0.0452394,0.0001315
SPXW  220630P03490000,15.2573338,4422.75,-0.0466894,0.0001359
SPXW  220630P03500000,15.5788665,4422.75,-0.0481855,0.0001405
SPXW  220630P03510000,15.9096989,4422.75,-0.0497278,0.0001451
SPXW  220630P03520000,16.2506009,4422.75,-0.0513188,0.00015
SPXW  220630P03525000,16.4248235,4422.75,-0.0521328,0.0001524
SPXW  220630P03530000,16.6016703,4422.75,-0.0529595,0.0001549
SPXW  220630P03540000,16.9634945,4422.75,-0.0546519,0.0001601
SPXW  220630P03550000,17.3360537,4422.75,-0.0563969,0.0001654
SPXW  220630P03560000,17.7199729,4422.75,-0.0581965,0.0001708
SPXW  220630P03570000,18.1157451,4422.75,-0.0600527,0.0001764
SPXW  220630P03575000,18.3178438,4422.75,-0.0610019,0.0001793
SPXW  220630P03580000,18.523316,4422.75,-0.0619663,0.0001822
SPXW  220630P03590000,18.9433172,4422.75,-0.0639395,0.0001881
SPXW  220630P03600000,19.3764859,4422.75,-0.0659748,0.0001943
SPXW  220630P03610000,19.8226601,4422.75,-0.0680726,0.0002006
SPXW  220630P03620000,20.2824551,4422.75,-0.0702353,0.000207
SPXW  220630P03625000,20.5178599,4422.75,-0.0713421,0.0002103
SPXW  220630P03630000,20.756956,4422.75,-0.0724661,0.0002137
SPXW  220630P03640000,21.2462843,4422.75,-0.0747661,0.0002205
SPXW  220630P03650000,21.7508534,4422.75,-0.0771373,0.0002275
SPXW  220630P03660000,22.2715709,4422.75,-0.0795824,0.0002347
SPXW  220630P03670000,22.8085902,4422.75,-0.0821028,0.0002421
SPXW  220630P03675000,23.0833568,4422.75,-0.0833919,0.0002459
SPXW  220630P03680000,23.3627274,4422.75,-0.0847012,0.0002497
SPXW  220630P03685000,23.6466104,4422.75,-0.0860308,0.0002535
SPXW  220630P03690000,23.934944,4422.75,-0.0873805,0.0002574
SPXW  220630P03695000,24.2276789,4422.75,-0.0887505,0.0002614
SPXW  220630P03700000,24.5252016,4422.75,-0.0901417,0.0002654
SPXW  220630P03705000,24.8276944,4422.75,-0.0915545,0.0002695
SPXW  220630P03710000,25.1347715,4422.75,-0.0929883,0.0002735
SPXW  220630P03715000,25.4470357,4422.75,-0.0944445,0.0002777
SPXW  220630P03720000,25.7639423,4422.75,-0.0959219,0.0002819
SPXW  220630P03725000,26.0858206,4422.75,-0.0974215,0.0002861
SPXW  220630P03730000,26.4127501,4422.75,-0.0989435,0.0002904
SPXW  220630P03735000,26.7448007,4422.75,-0.1004882,0.0002948
SPXW  220630P03740000,27.0816708,4422.75,-0.102055,0.0002991
SPXW  220630P03745000,27.4235817,4422.75,-0.1036446,0.0003036
SPXW  220630P03750000,27.7712993,4422.75,-0.1052586,0.000308
SPXW  220630P03755000,28.1244705,4422.75,-0.1068964,0.0003126
SPXW  220630P03760000,28.4831781,4422.75,-0.1085583,0.0003171
SPXW  220630P03765000,28.8473546,4422.75,-0.1102443,0.0003218
SPXW  220630P03770000,29.2175613,4422.75,-0.1119557,0.0003264
SPXW  220630P03775000,29.5930199,4422.75,-0.1136909,0.0003311
SPXW  220630P03780000,29.9742654,4422.75,-0.1154511,0.0003359
SPXW  220630P03785000,30.3620053,4422.75,-0.117238,0.0003407
SPXW  220630P03790000,30.7553979,4422.75,-0.1190498,0.0003455
SPXW  220630P03795000,31.1546824,4422.75,-0.1208872,0.0003504
SPXW  220630P03800000,31.5602018,4422.75,-0.122751,0.0003554
SPXW  220630P03805000,31.9722183,4422.75,-0.1246418,0.0003603
SPXW  220630P03810000,32.3903125,4422.75,-0.1265589,0.0003654
SPXW  220630P03815000,32.8134097,4422.75,-0.1285,0.0003704
SPXW  220630P03820000,33.244131,4422.75,-0.1304707,0.0003755
SPXW  220630P03825000,33.6832398,4422.75,-0.1324728,0.0003807
SPXW  220630P03830000,34.1286117,4422.75,-0.1345019,0.0003859
SPXW  220630P03835000,34.5802143,4422.75,-0.1365579,0.0003911
SPXW  220630P03840000,35.0396052,4422.75,-0.1386443,0.0003963
SPXW  220630P03845000,35.5045801,4422.75,-0.1407564,0.0004016
SPXW  220630P03850000,35.9762421,4422.75,-0.1428966,0.000407
SPXW  220630P03855000,36.454914,4422.75,-0.1450658,0.0004124
SPXW  220630P03860000,36.9408772,4422.75,-0.1472645,0.0004178
SPXW  220630P03865000,37.4351916,4422.75,-0.149495,0.0004232
SPXW  220630P03870000,37.9360439,4422.75,-0.1517536,0.0004287
SPXW  220630P03875000,38.443553,4422.75,-0.1540406,0.0004342
SPXW  220630P03880000,38.9603148,4422.75,-0.1563614,0.0004398
SPXW  220630P03885000,39.4848487,4422.75,-0.1587113,0.0004434
SPXW  220630P03890000,40.0168294,4422.75,-0.1610787,0.0004446
SPXW  220630P03895000,40.5564769,4422.75,-0.1634611,0.0004457
SPXW  220630P03900000,41.1041204,4422.75,-0.1658591,0.0004467
SPXW  220630P03905000,41.6599267,4422.75,-0.1682725,0.0004477
SPXW  220630P03910000,42.2237202,4422.75,-0.1707009,0.0004485
SPXW  220630P03915000,42.794989,4422.75,-0.1731429,0.0004493
SPXW  220630P03920000,43.3753371,4422.75,-0.1756013,0.00045
SPXW  220630P03925000,43.9634482,4422.75,-0.1780734,0.0004507
SPXW  220630P03930000,44.5595367,4422.75,-0.1805592,0.0004512
SPXW  220630P03935000,45.1643196,4422.75,-0.1830599,0.0004517
SPXW  220630P03940000,45.7780896,4422.75,-0.1855757,0.000452
SPXW  220630P03945000,46.4001464,4422.75,-0.1881049,0.0004523
SPXW  220630P03950000,47.0304771,4422.75,-0.1906473,0.0004525
SPXW  220630P03955000,47.6696543,4422.75,-0.1932037,0.0004526
SPXW  220630P03960000,48.3174808,4422.75,-0.1957733,0.0004527
SPXW  220630P03965000,48.9737951,4422.75,-0.1983555,0.0004526
SPXW  220630P03970000,49.6392932,4422.75,-0.2009514,0.0004525
SPXW  220630P03975000,50.3135467,4422.75,-0.2035599,0.0004523
SPXW  220630P03980000,50.9967998,4422.75,-0.2061811,0.0004519
SPXW  220630P03985000,51.6895056,4422.75,-0.2088154,0.0004515
SPXW  220630P03990000,52.3914309,4422.75,-0.2114623,0.000451
SPXW  220630P03995000,53.1022038,4422.75,-0.2141206,0.0004505
SPXW  220630P04000000,53.8225055,4422.75,-0.2167914,0.0004498
SPXW  220630P04005000,54.5513969,4422.75,-0.2194726,0.000449
SPXW  220630P04010000,55.2901293,4422.75,-0.2221662,0.0004482
SPXW  220630P04015000,56.0383661,4422.75,-0.2248713,0.0004473
SPXW  220630P04020000,56.7965645,4422.75,-0.2275883,0.0004462
SPXW  220630P04025000,57.5651507,4422.75,-0.2300969,0.0004437
SPXW  220630P04030000,58.3418521,4422.75,-0.23283,0.0004425
SPXW  220630P04035000,59.1290144,4422.75,-0.2358045,0.0004427
SPXW  220630P04040000,59.9259101,4422.75,-0.2385643,0.0004413
SPXW  220630P04045000,60.7325326,4422.75,-0.2413342,0.0004399
